dataset,experiment,x_label,x_value,n_e,n_c,capacity,profile_size,initial_assignment,iteration_number,seed,method,total_rank_improvement,execution_time,peak_memory_mb,cycle_count
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,8,305131,TTC,194,0.031791242,0.714691162,12
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,9,305132,W-TTC,945,0.220499792,0.740375519,115
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,9,305132,ReACT-TTC,725,0.053479795,0.760055542,86
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,9,305132,TTC,254,0.026850897,0.697982788,10
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,10,305133,W-TTC,839,0.182767559,0.815475464,100
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,10,305133,ReACT-TTC,625,0.048812646,0.767814636,83
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,10,305133,TTC,171,0.024259382,0.681282043,10
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,1,310124,W-TTC,468,0.49559982,0.870758057,181
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,1,310124,ReACT-TTC,189,0.036425845,0.52457428,51
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,1,310124,TTC,66,0.013149189,0.485618591,5
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,2,310125,W-TTC,433,0.277418953,0.895874977,102
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,2,310125,ReACT-TTC,186,0.029977818,0.506607056,43
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,2,310125,TTC,16,0.015690064,0.43964386,2
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,3,310126,W-TTC,444,0.255157925,0.935475349,100
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,3,310126,ReACT-TTC,188,0.035404903,0.50945282,44
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,3,310126,TTC,51,0.01488448,0.460044861,6
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,4,310127,W-TTC,489,0.438471624,0.891494751,101
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,4,310127,ReACT-TTC,214,0.047715307,0.509742737,39
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,4,310127,TTC,49,0.016494981,0.45791626,10
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,5,310128,W-TTC,470,0.215141583,0.935311317,106
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,5,310128,ReACT-TTC,229,0.026505912,0.510978699,52
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,5,310128,TTC,42,0.012801571,0.432891846,3
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,6,310129,W-TTC,424,0.197325946,0.988497734,100
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,6,310129,ReACT-TTC,162,0.027167509,0.51399231,53
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,6,310129,TTC,45,0.014713976,0.459716797,6
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,7,310130,W-TTC,442,0.302775314,0.923431396,100
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,7,310130,ReACT-TTC,178,0.04008306,0.516731262,47
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,7,310130,TTC,37,0.011226278,0.437683105,5
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,8,310131,W-TTC,438,0.216429826,0.992554665,100
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,8,310131,ReACT-TTC,223,0.034510927,0.512634277,42
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,8,310131,TTC,56,0.012693733,0.463615417,9
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,9,310132,W-TTC,478,0.179152421,1.033680916,100
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,9,310132,ReACT-TTC,201,0.022536363,0.515190125,56
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,9,310132,TTC,78,0.015430802,0.459381104,7
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,10,310133,W-TTC,425,0.376984479,0.905268669,104
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,10,310133,ReACT-TTC,167,0.037725359,0.512733459,40
combined_data_jd200_1.csv,varying_profile_size,Profile Size,10,100,100,2,10,random,10,310133,TTC,21,0.017511721,0.446914673,4
